folioviv;clave;gasto_tri;frecuencia
0345030;D001;989,29;1
0345030;B001;1969,21;5
0345030;B002;1556,07;6
0126564;B001;2278,44;1
0126564;A001;2201,92;6
0126564;F001;1610,28;2
0126564;D001;2120,09;6
0126564;E001;7917,23;5
0182467;B001;1160,43;2
0182467;C001;5708,19;5
0182467;D001;4294,63;4
0182467;B002;746,8;1
0621943;A001;321,59;3
0621943;D001;2491,17;1
0621943;E001;1669,47;5
0433905;F001;346,32;3
0433905;A002;2648,16;5
0433905;B002;1464,57;5
0433905;A001;3799,56;6
0433905;B001;2795,13;3
0433905;E001;2023,2;5
0433905;D001;233,88;1
0196078;F001;2705,71;5
0196078;E001;1271,53;5
0196078;B002;1262,93;1
0196078;A001;2938,53;6
0874205;B001;3776,42;4
0874205;D001;2507,83;1
0874205;E001;1398,85;3
0874205;C001;3144,62;1
0874205;A001;809,82;2
0874205;A002;561,53;3
0552359;B001;3066,58;5
0552359;E001;1604,15;6
0552359;B002;2285,93;5
0552359;A002;1109,72;2
0552359;C001;1548,78;4
0127629;A002;238,23;3
0127629;B001;1710,31;2
0127629;D001;12874,94;5
0127629;B002;799,71;2
0127629;A001;2876,89;2
0127629;F001;2777,8;5
0909824;F001;2034,49;1
0909824;B001;1666,29;6
0909824;B002;1400,21;5
0909824;A002;1946,81;3
0909824;A001;560,43;5
0909824;D001;995,2;1
0909824;C001;1384,76;5
0909824;E001;724,66;3
0707590;A002;549,4;4
0707590;C001;2125,65;5
0707590;E001;3490,78;5
0707590;B001;1352,33;2
0707590;D001;4033,56;1
0707590;A001;4370,42;2
0659882;A002;2416,6;4
0659882;D001;694,44;6
0659882;B002;2283,88;1
0659882;A001;4611,49;6
0659882;F001;758,78;2
0659882;E001;1371,98;5
0659882;B001;973,45;4
0510281;E001;2090,82;6
0510281;B001;2195,72;6
0510281;A002;624,9;1
0510281;C001;1158,55;2
0510281;A001;4694,55;6
0510281;B002;15745,84;1
0510281;D001;1297,09;2
0510281;F001;2389,55;6
0923615;F001;3746,28;2
0923615;A002;1642,45;1
0923615;A001;5282,27;5
0923615;D001;531,09;5
0666155;A001;948,07;3
0666155;D001;525,99;4
0666155;E001;2667,39;2
0666155;F001;6418,63;4
0666155;B001;1969,29;1
0276642;A001;2327,93;4
0276642;B001;962,64;3
0276642;E001;680,84;3
0276642;C001;5739,41;2
0276642;D001;6687,13;2
0648807;B002;2278,04;5
0648807;C001;6284,71;4
0648807;F001;1310,83;5
0648807;E001;2203,27;3
0648807;D001;4197,39;2
0648807;A002;1297,65;5
0723954;B002;1615,91;1
0723954;A002;3128,03;2
0723954;D001;5099,05;5
0560003;F001;2220,65;3
0560003;B002;1230,07;1
0560003;C001;2273,82;1
0560003;B001;1582,62;6
0560003;E001;3477,18;5
0560003;A002;1777,03;5
0560003;A001;1033,99;1
0560003;D001;1672,06;3
0269160;C001;4780,12;1
0269160;B001;4830,41;4
0269160;E001;1437,91;4
0269160;F001;1944,31;3
0776323;D001;2561,2;1
0776323;C001;3913,78;4
0776323;E001;1200,19;1
0776323;A002;1454,98;6
0776323;B001;3356,67;3
0776323;B002;566;5
0776323;A001;1199,47;3
0776323;F001;1409,43;2
0349110;D001;4083,84;4
0349110;A001;2213;6
0349110;E001;1371,55;2
0349110;C001;1184,64;6
0349110;B002;10362,25;6
0349110;F001;1822,43;1
0349110;A002;637,43;1
0349110;B001;1637,4;3
0823479;C001;778,64;1
0823479;B002;901,13;3
0823479;F001;1360,67;4
0795135;A002;902,06;6
0795135;D001;3346,38;4
0795135;E001;11969,27;1
0795135;B002;792,95;6
0795135;C001;10964,57;1
0795135;F001;644,49;2
0795135;A001;11310,5;2
0795135;B001;1329,85;4
0414689;F001;2933,52;3
0414689;E001;3337;6
0414689;C001;3302,48;4
0414689;A002;845,88;5
0772214;F001;1147,93;4
0772214;D001;2528,83;3
0772214;E001;1685,02;4
0772214;A001;1860,32;3
0772214;B001;2661,14;4
0772214;C001;810,68;3
0734171;F001;1730,94;6
0734171;A002;2230,84;1
0734171;D001;2015,19;3
0734171;B002;761,18;5
0734171;B001;1029,9;4
0734171;C001;336,01;3
0734171;E001;4576,57;4
0734171;A001;2292,98;1
0136615;F001;834,5;6
0136615;C001;4469,28;2
0136615;B002;655,26;5
0943793;D001;508,92;5
0943793;A001;980,42;2
0943793;F001;2707,01;1
0675482;C001;724,43;1
0675482;E001;4530,37;6
0675482;B002;1012,85;6
0675482;D001;1889,34;1
0675482;A001;9486,97;3
0675482;F001;1265,9;6
0103765;E001;1429,12;3
0103765;F001;5476,12;5
0103765;D001;3604,95;4
0103765;B002;2121,07;2
0103765;A001;2790,79;3
0146633;A002;4748,84;6
0146633;F001;2774,92;1
0146633;B002;1644,76;2
0146633;D001;1319,7;3
0515453;C001;1626,1;1
0515453;B002;7057,66;1
0515453;F001;5329,21;4
0515453;E001;476,63;4
0515453;A002;2897,52;3
0515453;A001;3601,46;1
0359076;D001;1020,37;1
0359076;A002;2352,83;6
0359076;C001;760,36;2
0359076;B001;5455,78;3
0293044;F001;760,79;1
0293044;C001;411,34;5
0293044;A001;3805,28;6
0293044;D001;2888,65;4
0215832;D001;1148,98;1
0215832;E001;13681,59;3
0215832;A001;1837,09;6
0215832;F001;24797,54;5
0215832;C001;1319,1;5
0215832;A002;1442,38;5
0554606;B002;5149,43;5
0554606;C001;907,28;6
0554606;B001;1353,81;5
0554606;D001;494,25;2
0554606;A001;2316,65;6
0198499;F001;1230,76;1
0198499;B002;1341,09;1
0198499;E001;1164,73;1
0367792;F001;387,49;3
0367792;B001;3780,23;4
0367792;D001;4748,7;1
0876031;D001;919,67;3
0876031;B002;1529,92;6
0876031;A002;1290,6;5
0166486;E001;618,27;5
0166486;A002;724,77;1
0166486;C001;547,92;5
0166486;D001;1341,31;3
0166486;B002;1345,78;1
0166486;F001;5842,56;4
0166486;A001;4931,07;4
0858241;E001;2190,06;4
0858241;A001;692,71;1
0858241;D001;4766,27;5
0858241;B002;754,85;1
0858241;F001;2619,56;3
0858241;B001;444,15;1
0858241;A002;926,3;6
0858241;C001;1197,23;3
0412201;D001;7057,74;5
0412201;B001;497,88;4
0412201;B002;2714,26;6
0412201;F001;1210,12;2
0412201;E001;7171,32;6
0412201;A002;904,35;1
0412201;A001;3007,3;3
0412201;C001;1878,19;1
0992653;E001;3146,39;6
0992653;D001;603,54;5
0992653;A001;310,48;3
0992653;C001;1919,25;4
0992653;A002;3014,99;4
0992653;F001;1460,91;6
0992653;B002;626,68;5
0992653;B001;1201,91;2
0707186;F001;356,24;2
0707186;C001;3298,27;3
0707186;A001;2711,41;2
0127117;C001;4557,87;4
0127117;B001;1250,28;6
0127117;B002;2459,91;6
0127117;D001;3842,62;4
0127117;E001;5707,94;6
0127117;F001;2136,65;3
0127117;A001;2214,8;3
0127117;A002;6052,66;2
0447258;D001;2917,43;2
0447258;B002;1745,94;5
0447258;E001;4166,12;5
0447258;B001;447,23;5
0356828;A001;5062,01;4
0356828;E001;2212,38;5
0356828;F001;841,46;4
0356828;D001;916,32;3
0356828;C001;857,27;6
0356828;B002;1395,93;2
0145796;E001;1710,37;3
0145796;B001;2400,09;1
0145796;C001;2725,58;1
0145796;A002;3369,37;4
0145796;D001;1071,33;6
0145796;B002;874,74;4
0145796;F001;416,58;5
0790271;F001;324,71;5
0790271;A001;4828,78;6
0790271;B001;456,12;3
0790271;A002;11985,79;3
0830962;A002;381,87;5
0830962;D001;3333,5;3
0830962;C001;2486,23;4
0830962;F001;6724,51;6
0592286;B002;4715,5;3
0592286;C001;5635,58;6
0592286;A001;6486,03;5
0592286;B001;2077,99;1
0592286;D001;2162,46;4
0592286;E001;1253,49;2
0592286;A002;880,2;6
0592286;F001;5447,87;1
0778456;D001;9933,52;6
0778456;B001;2098,49;6
0778456;A002;1812,83;5
0778456;F001;2022,6;6
0778456;C001;1317,62;3
0778456;E001;8340,85;6
0778456;A001;5146,53;2
0778456;B002;2186,14;6
0872634;E001;2107,4;1
0872634;C001;983,19;3
0872634;D001;1570,61;5
0872634;A002;2409,18;5
0872634;F001;1736,98;4
0872634;B001;2125,17;1
0872634;A001;3500,16;4
0454726;E001;603,37;2
0454726;A002;1937,64;5
0454726;D001;5634,07;2
0454726;A001;1334,98;3
0454726;C001;2242,18;5
0454726;F001;273,72;2
0454726;B002;818,4;6
0454726;B001;1901,7;5
0157044;E001;951,26;6
0157044;B002;3159,61;6
0157044;A001;4240,33;2
0157044;C001;3346,12;4
0157044;A002;435,65;5
0157044;F001;1118,81;1
0157044;B001;3916,47;1
0157044;D001;2909,11;5
0271564;A002;3857,8;6
0271564;E001;3167,41;4
0271564;F001;896,8;5
0271564;B002;3100,4;4
0271564;D001;4823,39;6
0941514;C001;9246,64;2
0941514;A002;3127,96;4
0941514;A001;6340,59;5
0941514;B001;954,16;4
0941514;E001;10414,53;5
0759938;A002;493,44;1
0759938;B001;2932,64;4
0759938;F001;545,93;5
0759938;B002;3094,91;5
0759938;A001;1116,68;4
0759938;D001;800,27;4
0759938;E001;6563,02;4
0759938;C001;2483,79;4
0701664;F001;2885,19;1
0701664;A002;3395,12;2
0701664;A001;2338,1;3
0701664;E001;3345,78;5
0701664;D001;4028,92;1
0701664;B002;7518,4;6
0701664;C001;772,01;3
0673236;C001;8762,66;1
0673236;D001;1999,37;4
0673236;F001;4473,23;1
0673236;E001;10687,71;1
0144005;E001;1586,03;5
0144005;D001;1996,84;6
0144005;C001;1981,26;6
0144005;B002;9715,64;6
0144005;F001;1569,4;5
0144005;A002;1011,19;5
0292165;B001;1857,46;5
0292165;A002;2278,11;1
0292165;E001;7593,25;5
0292165;D001;3494,72;3
0292165;B002;2555,17;2
0292165;F001;3079,48;3
0292165;C001;2758,41;3
0569941;E001;387,68;6
0569941;B002;993,29;3
0569941;B001;2736,21;3
0569941;D001;2665,05;6
0569941;A001;508,5;2
0569941;C001;2413,34;2
0569941;A002;1235,09;5
0388661;A002;2737,82;6
0388661;B002;6715,75;3
0388661;F001;1958,77;6
0365481;A001;1469,93;5
0365481;F001;3008,62;5
0365481;C001;1300,3;4
0365481;B002;2299,45;5
0365481;E001;1326,69;5
0365481;A002;4423,5;3
0365481;B001;2318,47;1
0411952;A002;2838,33;6
0411952;E001;731,88;2
0411952;B001;5669,15;2
0411952;D001;5175,66;2
0411952;F001;1758,25;3
0411952;B002;765,84;3
0392000;A001;1009,18;2
0392000;D001;1445,18;4
0392000;F001;1575,38;6
0392000;E001;319,67;5
0392000;B002;1474,63;6
0392000;B001;23429,33;6
0392000;A002;2131,91;5
0392000;C001;3175,13;1
0274989;B002;3538,76;4
0274989;F001;1861,06;3
0274989;A001;839,77;5
0964660;B002;2318,9;1
0964660;F001;1248,18;5
0964660;A001;2327,32;6
0964660;B001;1246,15;6
0964660;D001;719,57;5
0931596;E001;878,7;5
0931596;A002;3354,34;4
0931596;B001;271,37;3
0931596;C001;1039,96;5
0931596;B002;1662,03;6
0931596;D001;1322,08;4
0868211;A002;1257,24;3
0868211;D001;2016,13;2
0868211;A001;1179,65;3
0868211;F001;5169,76;5
0868211;B002;2853,61;5
0868211;C001;1286,38;5
0541406;B002;1224,72;6
0541406;F001;906,73;3
0541406;D001;1914,85;3
0567151;A002;4007,47;2
0567151;D001;550,6;6
0567151;B002;3517,46;2
0567151;B001;3028,49;3
0626470;E001;1853,44;2
0626470;A002;1079,96;6
0626470;A001;1598,27;2
0283319;A002;1949,65;2
0283319;B001;1417,7;6
0283319;B002;2061,61;5
0283319;E001;2895,09;4
0283319;D001;3742,12;6
0283319;F001;1409,92;5
0283319;C001;306,39;6
0283319;A001;3750,19;1
0677028;D001;3222,18;5
0677028;E001;3053,63;3
0677028;A001;1849,27;3
0208491;C001;2307,72;1
0208491;E001;4285,39;2
0208491;D001;1344,55;6
0841689;B001;908,93;2
0841689;B002;1687,76;2
0841689;A001;1994,6;1
0841689;F001;1596,46;4
0841689;A002;3192,09;1
0841689;E001;3813,1;1
0841689;D001;7170,39;4
0841689;C001;5295,28;3
0916213;B002;3147,62;4
0916213;C001;1253,5;5
0916213;D001;3133,24;1
0455771;A002;2573,81;4
0455771;B002;3369,16;4
0455771;E001;1412,16;4
0455771;F001;333,48;4
0455771;B001;2407,61;3
0455771;A001;1023,14;6
0455771;C001;3636,28;5
0573105;D001;260,61;3
0573105;F001;513,45;6
0573105;A001;1183,41;4
0600339;B002;15397,81;1
0600339;C001;905,75;3
0600339;A002;3542,7;3
0381418;F001;167,17;2
0381418;B001;1860,85;2
0381418;B002;1766,43;3
0381418;C001;1275,09;5
0381418;E001;1421,88;3
0755952;B001;2041,5;1
0755952;E001;13986,95;5
0755952;B002;1506,55;5
0755952;C001;819,07;1
0509528;B002;1003,77;6
0509528;A001;2532,57;6
0509528;A002;1114,03;5
0177737;B002;730,62;4
0177737;A002;341,4;3
0177737;A001;5760,65;1
0177737;C001;2570,73;1
0177737;E001;2249,53;4
0177737;B001;2151,34;1
0177737;D001;7288,18;5
0328259;B001;9471,15;4
0328259;A002;597,8;2
0328259;C001;520,26;5
0328259;B002;7008,93;1
0979593;C001;916,42;1
0979593;E001;1580,25;2
0979593;A001;6251,9;5
0979593;A002;3239,87;1
0979593;F001;3118,89;2
0376080;B002;4930,49;5
0376080;B001;2166,63;1
0376080;C001;2588,28;5
0376080;F001;2048,39;5
0376080;A001;5865,86;1
0376080;A002;1403,67;6
0376080;E001;1489,32;5
0186925;D001;1592,12;2
0186925;A002;940,48;4
0186925;C001;920,96;6
0186925;E001;2071,71;3
0186925;A001;2640,03;6
0186925;B001;3141,09;4
0186925;F001;1894,44;2
0507997;B002;2120,21;1
0507997;D001;2452,54;2
0507997;C001;2776,74;1
0507997;E001;1651,04;4
0507997;A001;1423,07;4
0507997;A002;1602,56;3
0507997;B001;4313,46;3
0615568;C001;1852,17;6
0615568;E001;1496,74;5
0615568;B001;1292,35;3
0615568;D001;1465,01;5
0615568;B002;4362,49;3
0184778;A001;1708,77;6
0184778;A002;1591,88;6
0184778;C001;487;5
0184778;B002;2364,07;4
0332761;D001;1266,99;5
0332761;F001;2532,94;4
0332761;B002;1932,52;5
0332761;C001;1903,99;1
0332761;E001;2708,62;3
0899429;A001;863,58;4
0899429;D001;670,56;6
0899429;A002;3369,83;4
0899429;E001;1462,54;2
0899429;B001;2880,22;4
0899429;F001;3110,63;2
0899429;C001;1556,19;1
0367395;A001;4487,04;3
0367395;A002;2742,8;5
0367395;B002;1338,62;1
0367395;F001;1087,06;5
0367395;C001;743,35;5
0367395;E001;660,32;6
0708855;B001;2294,75;3
0708855;C001;2857,99;3
0708855;A002;2352,25;4
0708855;B002;1852,16;3
0708855;A001;1639,09;6
0761028;F001;1760,81;6
0761028;D001;973,5;5
0761028;B002;425,12;6
0371814;D001;1875,88;6
0371814;A001;2800,88;5
0371814;E001;2783,85;4
0371814;F001;1506,22;5
0167443;A002;143,18;5
0167443;B002;803;6
0167443;B001;1688,9;4
0167443;D001;438,11;5
0167443;A001;3838,86;5
0167443;C001;3167,48;3
0167443;E001;679,09;4
0540057;D001;7994,43;4
0540057;A002;890,8;1
0540057;A001;7233,83;5
0442660;F001;2042,04;6
0442660;A002;2463,02;3
0442660;B002;2654,49;1
0442660;D001;1790,82;4
0442660;A001;4617,56;4
0442660;C001;1642,72;2
0442660;E001;634,42;3
0471589;E001;3745,66;2
0471589;A002;3976,82;6
0471589;D001;1522,76;4
0471589;A001;1098,07;2
0573499;F001;1141,1;2
0573499;C001;1135,63;3
0573499;A001;3088,2;5
0573499;E001;1649,48;6
0573499;D001;1102,87;2
0573499;B001;1976,78;5
0573499;A002;4679,59;3
0573499;B002;1714,64;2
0350078;E001;4204,88;3
0350078;B002;7137,76;3
0350078;A001;1055,44;4
0350078;F001;4785,31;6
0350078;C001;6485,06;6
0350078;A002;2463,76;5
0350078;B001;1093,7;2
0350078;D001;2427,37;2
0291525;A002;2467,74;3
0291525;C001;7020,57;1
0291525;B001;2537,71;5
0291525;F001;1343,84;2
0291525;B002;9362,78;4
0291525;E001;2346,68;6
0291525;D001;1745,68;6
0291525;A001;2075,52;1
0419432;C001;898,94;3
0419432;B001;1410,44;4
0419432;B002;2334,56;3
0419432;A001;3134,61;4
0419432;E001;1326,95;2
0419432;A002;2324,88;2
0419432;D001;10310,73;3
0419432;F001;2088,1;1
0542346;B001;902,94;6
0542346;B002;1929,64;6
0542346;D001;1272,47;3
0542346;A001;1722,34;6
0542346;C001;827,37;6
0542346;F001;1764,81;3
0542346;A002;6677,92;6
0542346;E001;1557,4;2
0939440;B001;8367,55;2
0939440;F001;4897,95;4
0939440;B002;2560,97;5
0939440;D001;2357,81;1
0939440;A002;5377,55;5
0939440;A001;912,07;4
0920403;B002;2415,31;2
0920403;C001;1728,84;4
0920403;A002;3348,66;2
0920403;A001;1861,66;3
0920403;F001;2582,84;4
0920403;D001;5176,39;3
0920403;B001;1054,29;2
0577670;A001;1736,71;1
0577670;B002;1981,62;5
0577670;B001;2584,98;2
0478035;F001;7492,31;3
0478035;E001;1371,77;4
0478035;B002;1242,77;4
0638272;D001;790,29;2
0638272;C001;17982,12;1
0638272;E001;2239,28;6
0638272;B001;3141,49;3
0638272;B002;3002,35;3
0638272;A001;2717,39;4
0638272;F001;6134,85;3
0638272;A002;3350,25;6
0212088;F001;761,19;2
0212088;B002;2396,76;1
0212088;D001;3007,5;1
0212088;A001;3866,65;6
0212088;C001;891,33;1
0144499;C001;1651,74;3
0144499;A001;1120,72;5
0144499;D001;496,52;3
0144499;F001;1501,78;5
0144499;B001;1994,74;3
0991959;D001;374;5
0991959;F001;712,1;1
0991959;E001;1848,37;2
0991959;C001;1692,08;6
0991959;A001;3566,76;6
0991959;B002;467,37;2
0679752;F001;4516,61;3
0679752;A001;4286,72;2
0679752;A002;730,27;6
0679752;B002;3782,38;1
0694714;C001;1624,91;4
0694714;B001;1382,05;5
0694714;D001;722,69;4
0735561;A001;3115,38;3
0735561;C001;7989,75;6
0735561;B001;3919,58;2
0735561;F001;4390,54;2
0735561;D001;1350,03;1
0914591;D001;8517,47;1
0914591;A002;643,86;2
0914591;C001;1155,79;2
0897507;A001;8679,7;3
0897507;E001;6547,14;5
0897507;D001;1266,07;1
0897507;B001;898,67;5
0417066;B001;4898,27;2
0417066;F001;3809,67;5
0417066;C001;5837,29;2
0417066;A001;2205,24;4
0417066;E001;7183,66;5
0417066;B002;1791,12;1
0417066;A002;4799,13;5
0726308;B001;1633,02;2
0726308;E001;1438,22;2
0726308;C001;1065,72;3
0726308;B002;1343,23;1
0726308;D001;2513,92;4
0726308;A002;3883,52;6
0726308;A001;2402,01;2
0726308;F001;2968,75;1
0231361;A001;13546,97;6
0231361;E001;1571,11;5
0231361;A002;3833,41;4
0231361;D001;7844,53;2
0231361;B001;2486,64;5
0231361;C001;700,95;1
0985102;A001;1243,38;2
0985102;E001;1782,45;3
0985102;F001;1130,54;4
0985102;C001;1759,88;6
0985102;B002;2770,78;1
0985102;D001;5456,39;6
0985102;B001;625,17;5
0985102;A002;685,45;4
0187226;F001;2852,19;4
0187226;C001;957,28;6
0187226;A002;987,62;4
0187226;D001;683,18;3
0187226;A001;6243,34;4
0187226;B001;3781,25;1
0193550;E001;361,91;1
0193550;A002;3415,33;2
0193550;F001;2267,2;2
0193550;C001;4851,37;5
0193550;B002;519,77;2
0193550;D001;1314,88;1
0639169;A002;2476,45;1
0639169;D001;2034,04;3
0639169;C001;3036,59;3
0639169;E001;1174,43;2
0639169;F001;4681,16;4
0639169;B002;876,88;3
0639169;A001;4939,38;3
0639169;B001;892,17;6
0562201;A002;5288,36;2
0562201;A001;977,95;6
0562201;B001;1680,01;6
0562201;E001;1531,28;5
0562201;D001;1231,68;5
0562201;B002;5592,57;1
0562201;C001;2045,23;1
0562201;F001;1200,04;1
0512306;D001;1229,44;2
0512306;A001;806,25;6
0512306;F001;2909,34;1
0512306;A002;1422,53;2
0512306;B001;1810,7;1
0512306;B002;2925,1;2
0385638;E001;1671,26;3
0385638;F001;2446,56;4
0385638;C001;1312,7;4
0385638;A001;4064,41;4
0385638;B001;2019,12;5
0385638;B002;930,07;5
0385638;D001;2878,12;6
0385638;A002;21014,81;4
0700328;E001;1355,11;5
0700328;A002;702,52;1
0700328;D001;2898,08;1
0700328;B002;1133,39;6
0700328;F001;572,55;6
0700328;C001;1015,47;2
0700328;B001;2131,44;4
0700328;A001;5353,81;3
0753603;A002;5580,81;2
0753603;B002;2644,63;5
0753603;F001;1693,35;5
0753603;A001;1935,12;1
0485104;A002;878,97;6
0485104;F001;1153,35;1
0485104;C001;1671,2;3
0485104;B001;985,28;1
0485104;B002;1131,14;1
0485104;A001;1981,33;6
0640319;F001;1049,09;4
0640319;E001;10124,38;2
0640319;D001;1656,99;1
0640319;B001;7649,06;3
0640319;B002;8238,79;5
0640319;C001;1661,12;5
0640319;A002;3929,2;1
0640319;A001;1557,03;4
0688844;D001;1992,72;1
0688844;B001;2279,89;3
0688844;A002;2271,04;3
0688844;B002;3798,37;5
0688844;C001;3368,67;6
0688844;E001;6442,12;6
0688844;F001;1213,85;3
0679259;F001;844,98;3
0679259;B001;5812,38;5
0679259;A002;817,78;1
0881113;F001;1420,73;2
0881113;D001;2828,94;6
0881113;B001;2242,49;3
0351565;D001;1041,51;6
0351565;A002;964,04;6
0351565;E001;1549,14;4
0991109;A001;1609,14;6
0991109;D001;5066,84;6
0991109;F001;1495,22;3
0991109;B002;3541,52;2
0870685;A001;1644,4;5
0870685;D001;878,89;5
0870685;B001;1768,8;1
0163929;F001;4539,44;2
0163929;A002;2437,73;1
0163929;E001;2483,1;3
0163929;D001;1598,7;1
0163929;B002;1723,76;6
0533953;C001;642,28;6
0533953;F001;3505,02;3
0533953;A002;1288,34;3
0533953;D001;2226,22;5
0533953;A001;1339,38;2
0533953;B001;1607,77;1
0372341;A001;1510,71;1
0372341;D001;656,84;4
0372341;C001;2231,62;2
0372341;B001;439,87;3
0372341;F001;2558,07;5
0372341;B002;2817,2;3
0303461;F001;2533,07;5
0303461;E001;792,11;1
0303461;D001;1171,48;5
0303461;A002;2432,87;1
0303461;C001;3933,4;3
0303461;B002;6726,08;1
0303461;B001;1704,06;2
0178337;E001;615,04;3
0178337;D001;737,36;5
0178337;B002;1361,6;4
0178337;B001;2352,44;6
0178337;A002;6050,26;5
0178337;A001;822;2
0178337;C001;1802,61;4
0403106;F001;1907,55;5
0403106;C001;1323,19;6
0403106;B001;14525,07;5
0403106;B002;2300,61;1
0403106;D001;923;3
0403106;A001;2440,41;6
0297368;A001;3197,63;1
0297368;A002;1029,21;1
0297368;F001;18851,37;4
0170985;A001;2180,12;6
0170985;B002;791,5;3
0170985;B001;1236,53;6
0170985;D001;581,19;4
0170985;E001;4160,57;4
0170985;A002;2784,35;4
0972158;E001;7316,69;3
0972158;A001;1074,29;6
0972158;A002;880,33;4
0972158;D001;1743,16;2
0972158;B002;2822,64;3
0972158;B001;629,99;4
0972158;C001;2671,98;2
0972158;F001;2736,96;6
0837592;E001;3427,49;5
0837592;F001;3232,56;1
0837592;A002;652,88;6
0837592;B001;1218,42;4
0837592;C001;153,45;2
0837592;B002;6698,08;1
0837592;D001;2135,5;1
0837592;A001;686,52;5
0730698;A002;2224,78;6
0730698;D001;997,53;6
0730698;F001;1153,03;2
0730698;C001;2373,48;5
0730698;E001;1138,46;4
0929270;A002;5745,96;2
0929270;F001;855,96;2
0929270;C001;1274,01;6
0929270;D001;1030,39;6
0929270;B002;1445,4;1
0929270;B001;6047,69;1
0929270;E001;1269,17;2
0189708;C001;4438,79;3
0189708;E001;6805,07;1
0189708;B001;11030,04;3
0189708;A002;1922,01;2
0189708;B002;1705,4;2
0189708;A001;2785,46;2
0189708;D001;1629,96;4
0461917;A002;2349,75;1
0461917;B002;2487,52;5
0461917;C001;1014,46;2
0461917;E001;1077,86;3
0461917;F001;1736,08;1
0941181;C001;1249,31;5
0941181;B001;5980,43;2
0941181;A002;284,08;1
0941181;E001;3912,62;4
0640287;C001;1643,39;4
0640287;B001;1675,2;5
0640287;E001;4288,53;1
0640287;B002;4266,3;1
0659103;B002;736,21;5
0659103;D001;3979,27;5
0659103;A002;1667,26;2
0659103;A001;1757,27;5
0659103;F001;355,55;5
0659103;C001;2193,49;1
0659103;E001;1440,16;6
0535686;A001;1329,29;6
0535686;A002;1804,91;2
0535686;C001;2913,83;6
0719452;D001;893,8;6
0719452;E001;983,59;3
0719452;F001;2254,78;5
0719452;B001;2851,63;6
0719452;A001;485,11;2
0453595;A001;3772,94;5
0453595;A002;1566,22;4
0453595;D001;633,55;3
0453595;C001;1224,14;5
0453595;E001;3510,76;1
0453595;F001;2873,76;4
0453595;B002;1408,67;2
0737523;F001;1182,58;3
0737523;C001;1417,87;5
0737523;B002;5299,15;5
0737523;B001;2222,03;1
0737523;E001;5506,72;6
0937175;C001;1818,66;5
0937175;B002;1120,16;3
0937175;E001;1660,25;2
0937175;F001;1029,6;5
0937175;D001;2974,52;3
0967995;E001;11217,15;6
0967995;F001;181,12;3
0967995;C001;1857,72;6
0144694;C001;441,65;5
0144694;E001;3092,59;2
0144694;B002;3333,23;3
0348829;F001;1743,92;2
0348829;D001;2348,67;6
0348829;A001;805,83;5
0348829;B002;1338,83;6
0348829;B001;2549,04;4
0351517;A002;764,23;3
0351517;D001;2614,44;4
0351517;E001;5133,91;3
0351517;B002;262,45;6
0351517;B001;4038,02;4
0351517;F001;338,75;2
0824847;B001;1205,43;4
0824847;B002;2295,3;1
0824847;D001;3785,37;4
0824847;A002;466,77;4
0824847;E001;3201,38;6
0824847;C001;3598,72;3
0824847;F001;10482,63;4
0824847;A001;5528;2
0301564;B002;7271,73;3
0301564;A002;270,5;4
0301564;A001;6194,09;1
0301564;D001;2998,59;3
0301564;C001;2964,94;2
0301564;B001;1368,27;3
0301564;F001;11886,88;6
0301564;E001;4484,48;5
0167973;A002;859,2;6
0167973;C001;1428,03;4
0167973;B002;1971,73;3
0167973;D001;2349,9;1
0167973;A001;2877,77;1
0167973;E001;1114,28;3
0167973;B001;2307,24;4
0167973;F001;781,69;2
0686154;F001;2575,68;6
0686154;A002;2314,88;4
0686154;E001;463,8;2
0686154;A001;4663,22;5
0172782;E001;8900,29;5
0172782;A002;1620,4;5
0172782;D001;1995,86;2
0172782;F001;3425,89;3
0223191;D001;8075,12;4
0223191;E001;756,27;3
0223191;A001;3072,95;1
0223191;B002;786,6;6
0223191;B001;2324,11;2
0223191;C001;946,03;3
0580499;E001;542,08;2
0580499;B002;7806,41;4
0580499;A002;2750,17;3
0580499;A001;16934,55;6
0580499;D001;383,34;6
0580499;F001;1838,61;1
0978078;C001;1395,01;3
0978078;B001;3006,58;6
0978078;A001;3840,07;2
0978078;B002;8646,86;4
0978078;F001;2112,68;2
0596869;B002;3272,7;6
0596869;D001;393,42;3
0596869;A002;4773,39;2
0596869;F001;3663,7;4
0596869;A001;2483,98;6
0937139;C001;2052,28;2
0937139;A002;2390,22;4
0937139;F001;729,48;1
0402916;C001;2052,23;1
0402916;A002;3360,11;4
0402916;D001;5115,64;4
0315580;B001;2683,21;6
0315580;A001;5953,15;5
0315580;D001;1385,46;2
0315580;F001;1829,02;5
0315580;B002;493,94;2
0315580;A002;359,43;2
0315580;E001;966,37;3
0315580;C001;3449,78;2
0788413;F001;2211,42;5
0788413;E001;352,76;4
0788413;A001;2318,45;3
0788413;A002;1297,83;6
0788413;B001;2992,2;4
0788413;D001;8479,5;1
0728632;D001;3824,35;1
0728632;F001;847,8;6
0728632;C001;2749,72;1
0728632;B001;7277,83;3
0728632;A001;951,13;1
0728632;B002;2200,73;2
0728632;A002;6497,1;1
0728632;E001;5001,42;5
0653401;B001;415,48;3
0653401;A002;4444,1;5
0653401;A001;3773,7;2
0653401;B002;1985,64;6
