folioviv|numren|parentesco|sexo|edad|nivel_esc|ing_trab|factor
0759938|1|1|1|26|0|834.32|1295
0759938|2|2|2|69|3|11367.08|1295
0759938|3|3|2|26|0|0|1295
0759938|4|3|2|31|3|3317.09|1295
0759938|5|3|2|23|4|3225.16|1295
0701664|1|1|2|80|4|11769.43|898
0701664|2|2|2|87|1|0|898
0673236|1|1|1|83|0|2364.01|863
0673236|2|2|2|56|1|3088.08|863
0673236|3|3|1|2|3|0|863
0673236|4|3|2|26|3|0|863
0673236|5|3|1|10|2|0|863
0673236|6|3|2|13|5|0|863
0144005|1|1|2|80|3|0|249
0292165|1|1|2|64|1|5100.52|115
0292165|2|2|2|53|1|1851.81|115
0292165|3|3|1|31|0|990.53|115
0292165|4|3|1|22|1|839.36|115
0569941|1|1|1|71|4|6797.9|767
0569941|2|2|2|74|4|0|767
0569941|3|3|1|13|2|0|767
0569941|4|3|2|39|1|1311.4|767
0388661|1|1|1|83|2|9594.98|190
0388661|2|2|1|87|1|3464.37|190
0365481|1|1|2|39|2|6621.57|282
0365481|2|2|2|70|2|6860.03|282
0365481|3|3|1|4|1|0|282
0411952|1|1|2|72|1|4341.14|346
0411952|2|2|2|58||7935.75|346
0411952|3|3|1|40|4|2703.53|346
0392000|1|1|1|57|1|1766.69|195
0392000|2|2|1|76|3|8701.79|195
0392000|3|3|1|21|3|3953.31|195
0392000|4|3|1|4|2|0|195
0392000|5|3|1|29|3|0|195
0392000|6|4|2|22|2|2791.16|195
0274989|1|1|2|87|4|6924.64|940
0274989|2|2|2|41|5|0|940
0274989|3|4|2|18|2|1679.07|940
0274989|4|4|2|22|0|601.29|940
0274989|5|3|2|34|2|3598.43|940
0274989|6|3|1|16|2|1537.11|940
0274989|7|3|1|5|2|0|940
0964660|1|1|2|38|1|0|287
0964660|2|2|1|47|4|8474.48|287
0964660|3|4|1|19|4|2350.25|287
0931596|1|1|1|85|4|15229.59|916
0931596|2|2|1|76|2|8466.7|916
0931596|3|3|2|15|3|3420|916
0931596|4|3|2|36|3|1976.22|916
0931596|5|3|1|26|3|0|916
0931596|6|3|1|32|1|1340.75|916
0868211|1|1|1|84|2|0|960
0868211|2|2|2|27|3|2288.77|960
0868211|3|3|1|25|1|1239.92|960
0868211|4|3|2|23|2|1637|960
0868211|5|3|2|14|2|0|960
0541406|1|1|2|51|3|2552.35|255
0541406|2|2|2|57|2|4181.41|255
0567151|1|1|2|68|1|4599.86|1131
0567151|2|2|2|67|4|13928.17|1131
0567151|3|4|2|23|2|1397.01|1131
0626470|1|1|2|68|4|20080.55|1287
0626470|2|2|2|68|4|28005.26|1287
0283319|1|1|1|48|1|2370.14|1194
0283319|2|2|2|27|2|2625.22|1194
0283319|3|4|2|17|4|3677.32|1194
0677028|1|1|1|37|2|3007.1|161
0677028|2|2|1|29|4|0|161
0208491|1|1|2|65|3|14826.73|1002
0208491|2|2|1|65|1|13361.49|1002
0208491|3|3|1|1|0|0|1002
0208491|4|4|1|31|4|3118.93|1002
0208491|5|4|1|36|3|3018.8|1002
0208491|6|4|1|28|1|1267.53|1002
0841689|1|1|1|54|3|7367.39|1069
0841689|2|2|1|55|2|0|1069
0841689|3|3|1|19|4|0|1069
0841689|4|3|2|16|2|4716.5|1069
0841689|5|3|2|23|4|0|1069
0841689|6|3|1|18|5|6068.55|1069
0916213|1|1|2|87|3|51250.01|278
0916213|2|2|1|68|4|8444.88|278
0916213|3|3|2|11|5|0|278
0916213|4|3|2|18|4|4773.44|278
0455771|1|1|1|32|4|2963.89|1143
0455771|2|2|1|84|2|4773.78|1143
0455771|3|3|2|8|1|0|1143
0455771|4|3|1|18|4|6572.63|1143
0573105|1|1|1|48|4|13949.93|120
0573105|2|2|2|59|2|5571.02|120
0600339|1|1|1|999|2|4844.94|761
0600339|2|2|2|54|3|12877.43|761
0381418|1|1|1|31|4|12779.95|1244
0755952|1|1|1|66|4|15529.91|1202
0509528|1|1|2|57|2|0|1162
0509528|2|2|1|30|2|1604.37|1162
0509528|3|4|2|19|1|1090.29|1162
0177737|1|1|1|59|4|4172.7|205
0177737|2|2|2|40|4|4773.73|205
0177737|3|3|2|38|2|0|205
0328259|1|1|1|26|2|1613.78|506
0328259|2|2|1|67|5|n.d.|506
0328259|3|3|1|37|1|1930.97|506
0328259|4|3|2|9|3|0|506
0979593|1|1|2|60|4|8879.27|666
0979593|2|2|1|64|0|0|666
0979593|3|3|1|18|3|1542.54|666
0979593|4|3|1|7|1|0|666
0376080|1|1|1|82|2|5454.49|777
0376080|2|2|2|75|4|9159.23|777
0186925|1|1|2|37|5|6697.25|1020
0186925|2|2|1|67|2|3162.34|1020
0186925|3|3|2|29|1|575.04|1020
0507997|1|1|1|57|1|6110.96|1283
0507997|2|2|2|999|3|0|1283
0507997|3|3|1|6|3|0|1283
0615568|1|1|1|46|4|7896.38|960
0615568|2|2|2|83|1|0|960
0615568|3|3|2|16|2|2294.28|960
0615568|4|4|1|25|3|0|960
0615568|5|3|2|29|3|1045.84|960
0615568|6|3|2|20|3|1144.14|960
0184778|1|1|1|76|0|3200.13|479
0184778|2|2|2|72|2|6010.41|479
0184778|3|3|2|22|1|3355.2|479
0184778|4|3|1|11|3|0|479
0184778|5|3|1|34|4|3818.88|479
0332761|1|1|1|52|3|0|429
0332761|2|2|1|41|2|2808.81|429
0332761|3|3|2|15|2|1763.44|429
0332761|4|3|1|37|3|4963.29|429
0332761|5|3|1|10|4|0|429
0899429|1|1|2|34|5|4766.16|417
0899429|2|2|2|81|5|39010.37|417
0367395|1|1|1|82|1|2816.96|1087
0367395|2|2|2|64|5|13055.64|1087
0367395|3|3|2|17|1|676.14|1087
0367395|4|3|1|33|1|0|1087
0708855|1|1|2|47|0|0|909
0708855|2|2|2|34|1|1307.48|909
0708855|3|3|1|35|1|801.08|909
0708855|4|3|1|22|3|1456.06|909
0708855|5|4|2|999|4|0|909
0708855|6|3|2|2|4|0|909
0708855|7|4|1|5|2|0|909
0761028|1|1|1|68|2|1212.55|1161
0761028|2|2|2|33|1|2128.31|1161
0371814|1|1|2|30|0|1208.2|912
0371814|2|2|1|40|2|1542.22|912
0371814|3|3|2|26||1375.14|912
0371814|4|3|2|5|3|0|912
0371814|5|3|1|24|3|6302.31|912
0167443|1|1|1|28|3|2936.87|431
0167443|2|2|2|67|2|1976.98|431
0540057|1|1|1|75|0|0|1324
0442660|1|1|1|44|2|1280.29|652
0471589|1|1|1|75|3|2823.82|878
0471589|2|2|1|61|4|8257.13|878
0471589|3|3|1|8|3|0|878
0471589|4|3|1|25|1|1380.01|878
0471589|5|3|2|20|3|1730.4|878
0573499|1|1|2|27|1|1818.35|898
0573499|2|2|2|83|2|6198.42|898
0573499|3|3|2|21|4|4443.44|898
0573499|4|3|1|7|1|0|898
0573499|5|3|2|39|1|1129.16|898
0350078|1|1|1|73|2|3038.6|408
0350078|2|2|1|64|3|0|408
0350078|3|3|1|35|1|3033.98|408
0291525|1|1|1|75|4|0|311
0291525|2|2|2|67|4|12215.26|311
0291525|3|3|2|17|2|3980.75|311
0291525|4|3|1|17|2|0|311
0291525|5|4|1|34|3|2927.31|311
0419432|1|1|1|36|3|8311.29|1300
0419432|2|2|2|999|3|5922.42|1300
0542346|1|1|2|60|2|0|601
0542346|2|2|2|87|1|3979.78|601
0542346|3|3|1|3|5|0|601
0939440|1|1|2|25|4|5542.55|1053
0939440|2|2|2|65|4|0|1053
0939440|3|3|1|37|2|2931.7|1053
0920403|1|1|1|38|1|1665.22|502
0920403|2|2|1|63|4|22350.2|502
0920403|3|3|1|6|2|0|502
0920403|4|3|1|14|2|0|502
0577670|1|1|2|43|2|2483.95|1068
0577670|2|2|1|35|4|4008.25|1068
0478035|1|1|1|39|3|5663.45|537
0478035|2|2|1|46|3|6331.54|537
0638272|1|1|1|44|3|2918.93|882
0638272|2|2|1|39|5|19903.88|882
0638272|3|3|2|30|2|4164.57|882
0212088|1|1|1|45|2|2403.69|420
0144499|1|1|1|52|2|6754.73|106
0144499|2|2|2|45|1|1783.09|106
0991959|1|1|1|44|2|0|368
0991959|2|2|2|51|4|8650.08|368
0991959|3|3|1|0|3|0|368
0991959|4|3|1|25|1|913.37|368
0991959|5|3|2|19|1|834.13|368
0679752|1|1|1|56|2|1804.22|877
0679752|2|2|2|56|5|16053.18|877
0679752|3|3|2|30|0|294|877
0694714|1|1|1|87|4|26032.7|1329
0694714|2|2|2|72|1|5236.16|1329
0735561|1|1|1|64|2|20960.98|1042
0735561|2|2|1|73|5|11099.11|1042
0914591|1|1|2|45|2|3725.76|748
0897507|1|1|1|83|4|21188.77|1242
0897507|2|2|1|64|5|0|1242
0897507|3|3|2|35|3|4765.04|1242
0897507|4|4|2|19|3|8640.27|1242
0897507|5|3|1|37|0|1318.72|1242
0417066|1|1|1|72|2|4846.32|407
0417066|2|2|1|57|3|6521.16|407
0726308|1|1|2|75|1|2172.42|1027
0231361|1|1|1|63|1|0|128
0231361|2|2|2|47|2|0|128
0231361|3|3|2|38|4|0|128
0985102|1|1|1|65|2|7198.34|161
0985102|2|2|2|35|2|2728.91|161
0985102|3|4|1|1|0|0|161
0985102|4|3|2|37|4|2692.88|161
0187226|1|1|2|58|2|4891.67|187
0187226|2|2|2|81|4|10497.78|187
0193550|1|1|1|41|2|3230.78|1246
0193550|2|2|2|75|2|6517.65|1246
0639169|1|1|2|52|1|1994.83|509
0639169|2|2|2|38|4|6854.01|509
0639169|3|4|1|10|3|0|509
0639169|4|3|1|36|1|0|509
0562201|1|1|1|69|0|2792.62|889
0562201|2|2|2|999|2|1554.94|889
0512306|1|1|2|41|5|5625.25|215
0512306|2|2|2|68|3|5232.78|215
0512306|3|3|2|12|5|0|215
0385638|1|1|2|66|1|3154.05|1224
0385638|2|2|1|31|2|1206.44|1224
0385638|3|4|2|13|1|0|1224
0700328|1|1|1|75|1|0|1119
0700328|2|2|1|75|5|20973.61|1119
0700328|3|3|2|27|3|6924.91|1119
0700328|4|3|1|19|2|0|1119
0700328|5|3|1|16|1|2876.48|1119
0753603|1|1|1|51|4|7463.26|1005
0485104|1|1|1|49|3|5267.99|1381
0485104|2|2|1|33|4|1824.68|1381
0485104|3|3|1|11|5|0|1381
0485104|4|3|2|6|3|0|1381
0485104|5|4|1|21|4|4590.38|1381
0485104|6|3|2|20|3|0|1381
0485104|7|3|2|999|4|0|1381
0640319|1|1|2|45|1|0|1146
0640319|2|2|2|37|2|1631.3|1146
0688844|1|1|1|51|4|5709.8|1072
0679259|1|1|2|82|2|0|189
0679259|2|2|1|78|2|0|189
0679259|3|3|2|1|2|0|189
0679259|4|3|2|27|0|1966.64|189
0679259|5|3|2|22|3|2695.46|189
0881113|1|1|1|32|2|1475.55|353
0881113|2|2|2|56|1|3901.39|353
0881113|3|3|1|31|4|3682.37|353
0881113|4|3|1|6|3|0|353
0351565|1|1|1|45|0|2308.93|801
0351565|2|2|1|74|1|3878.57|801
0351565|3|3|2|29|2|4778.99|801
0991109|1|1|1|81|4|0|208
0991109|2|2|1|75|4|8033.69|208
0991109|3|3|1|30|2|13106.04|208
0991109|4|3|2|15|3|1945.43|208
0870685|1|1|1|75|1|4420.53|708
0163929|1|1|1|62|3|7231.48|407
0163929|2|2|2|62|3|7484.12|407
0163929|3|3|1|17|1|990.37|407
0163929|4|3|1|4|2|0|407
0163929|5|3|2|26|2|1914.21|407
0533953|1|1|1|24|4|7026.89|399
0533953|2|2|2|88|4|24031.98|399
0533953|3|3|2|33|2|4942.84|399
0372341|1|1|1|66|2|15843|507
0372341|2|2|1|46|2|0|507
0372341|3|3|2|35|2|831.36|507
0303461|1|1|2|70|3|6146.99|872
0303461|2|2|2|25|4|4658.02|872
0178337|1|1|2|41|4|10333.51|1212
0178337|2|2|1|79|2|4731.12|1212
0178337|3|3|2|12|3|0|1212
0403106|1|1|1|61|1|0|281
0403106|2|2|2|32|2|0|281
0403106|3|3|2|31|2|1500.99|281
0403106|4|3|2|24|1|2643.43|281
0297368|1|1|1|85|3|0|1152
0297368|2|2|1|72|1|3762.57|1152
0170985|1|1|1|43|2|4875.6|113
0170985|2|2|2|60|4|8303.72|113
0170985|3|3|2|19|2|2377.14|113
0972158|1|1|2|56|1|1885.12|585
0972158|2|2|2|84|2|0|585
0972158|3|3|1|11|1|0|585
0972158|4|3|1|28|2|1856.59|585
0972158|5|3|2|3|1|0|585
0972158|6|3|2|13|2|0|585
0972158|7|3|2|16|3|2062.2|585
0837592|1|1|1|24|2|1442|412
0837592|2|2|2|86|1|0|412
0837592|3|3|1|7|3|0|412
0837592|4|4|1|37|3|4130.84|412
0730698|1|1|1|28|4|5663.96|385
0929270|1|1|1|75|1|7368.02|601
0929270|2|2|2|78|2|14237.28|601
0189708|1|1|1|73|4|7530.6|332
0189708|2|2|1|65|4|9335.07|332
0461917|1|1|1|86|4|0|184
0461917|2|2|1|74|2|9835.89|184
0941181|1|1|1|59|1|2598.35|561
0941181|2|2|2|51|3|12142.78|561
0640287|1|1|1|67|0|0|1214
0640287|2|2|2|73|3|24201.06|1214
0640287|3|4|2|10|2|0|1214
0659103|1|1|2|29|4|16482.66|989
0659103|2|2|2|63|4|7134.16|989
0535686|1|1|1|61|2|0|872
0535686|2|2|1|43|2|3319.4|872
0535686|3|3|2|11|1|0|872
0535686|4|3|2|34|2|1554.37|872
0535686|5|3|1|40|1|0|872
0719452|1|1|2|53|2|4630.23|1146
0719452|2|2|2|33|1|1343.05|1146
0719452|3|3|2|11|5|0|1146
0453595|1|1|1|88|4|20053|313
0453595|2|2|2|79|2|0|313
0453595|3|3|1|25|4|0|313
0737523|1|1|1|48|4|2480.99|368
0737523|2|2|2|84|3|13234.46|368
0737523|3|3|1|21|1|0|368
0737523|4|3|1|28|1|0|368
0737523|5|3|1|8|5|0|368
0937175|1|1|1|67|2|6503.09|325
0967995|1|1|1|77|2|11456.42|763
0967995|2|2|1|31|1|0|763
0967995|3|3|2|16|0|1030.88|763
0967995|4|3|1|36|3|5080.7|763
0967995|5|3|2|35|2|1738.82|763
0967995|6|4|1|38|2|0|763
0967995|7|3|1|29|2|n.d.|763
0144694|1|1|1|36|3|0|1019
0144694|2|2|1|34|2|1436.66|1019
0348829|1|1|2|67|3|3923.48|554
0348829|2|2|2|49|3|9211.03|554
0348829|3|3|1|9|1|0|554
0351517|1|1|1|51|1|3207.26|1331
0351517|2|2|1|69|2|3937.22|1331
0351517|3|3|2|4|1|0|1331
0351517|4|3|1|33|2|3413.06|1331
0351517|5|3|2|1|4|0|1331
0824847|1|1|2|79|3|12152.18|539
0824847|2|2|2|76|1|9240.95|539
0824847|3|3|1|36|2|1337.94|539
0824847|4|3|1|14|2|0|539
0301564|1|1|1|61|5|30366.01|292
0301564|2|2|2|35|3|n.d.|292
0301564|3|4|1|19|4|1938.91|292
0301564|4|3|2|11|0|0|292
0301564|5|3|2|40|3|6728.42|292
0301564|6|3|2|1|1|0|292
0167973|1|1|2|72|2|0|652
0167973|2|2|1|39|2|4628.12|652
0686154|1|1|1|86|3|29030.87|790
0686154|2|2|1|76|1|3222.55|790
0172782|1|1|1|64|4|0|692
0172782|2|2|2|88|3|8495.16|692
0223191|1|1|1|46|3|4127.04|765
0223191|2|2|1|82|5|30640.83|765
0580499|1|1|1|81|1|10422.35|1080
0978078|1|1|1|33|1|0|1197
0978078|2|2|2|85|2|7409.48|1197
0978078|3|3|1|11|2|0|1197
0596869|1|1|2|31|4|4916.15|331
0596869|2|2|1|52|2|5325.03|331
0937139|1|1|1|70|1|3680.71|951
0937139|2|2|2|55|2|0|951
0937139|3|3|1|29|3|5867.97|951
0402916|1|1|1|33|3|0|203
0402916|2|2|1|77|3|12765.3|203
0402916|3|3|2|20|1|1648.82|203
0402916|4|3|1|6|4|0|203
0315580|1|1|1|51|1|0|1162
0315580|2|2|2|51|1|3400.89|1162
0315580|3|3|2|30|3|2121.91|1162
0788413|1|1|1|75|2|10304.89|469
0788413|2|2|1|45|3|0|469
0728632|1|1|1|57|4|6528.46|1079
0728632|2|2|1|83|1|10056.37|1079
0653401|1|1|1|58|3|3173.82|175
0653401|2|2|2|66|0|3012.26|175
0928966|1|1|1|64|3|0|248
0928966|2|2|2|60|4|32023.88|248
0928966|3|4|2|13|4|0|248
0928966|4|3|1|11|1|0|248
0928966|5|3|1|20|0|1521.24|248
0928966|6|3|1|20|3|8618.26|248
0928966|7|3|1|12|3|0|248
0505778|1|1|2|73|2|n.d.|673
0505778|2|2|1|47|1|3907.55|673
0505778|3|3|1|23|3|1726.71|673
0505778|4|3|2|22|2|1884.24|673
0505778|5|3|1|8|5|0|673
0287962|1|1|1|72|2|4005.5|104
0287962|2|2|2|75||5089.73|104
0287962|3|3|2|32|3|0|104
0991144|1|1|1|40|2|2688.21|723
0991144|2|2|2|76|4|8220.6|723
0991144|3|3|1|0|2|0|723
0991144|4|3|1|20|2|3034.09|723
0580515|1|1|2|48|2|4300.82|708
0580515|2|2|2|32|2|1310.41|708
0580515|3|3|2|3|2|0|708
0361683|1|1|1|70|0|6610.77|1045
0361683|2|2|1|85|1|1994.41|1045
0361683|3|4|1|5|3|0|1045
0153264|1|1|1|73|2|0|1245
0153264|2|2|1|30|3|2422.8|1245
0153264|3|3|2|28|3|2385.12|1245
0186917|1|1|2|45|1|1865.69|342
0186917|2|2|1|33|1|2122.64|342
0203905|1|1|1|78|1|4601.42|655
0203905|2|2|2|51|2|12467.43|655
0203905|3|3|2|3|3|0|655
0203905|4|3|1|40|2|1672.31|655
0203905|5|3|1|12|2|0|655
0316240|1|1|1|72|1|0|237
0316240|2|2|1|76|5|31478.44|237
0818265|1|1|1|30|3|3461|1017
0818265|2|2|2|83|5|21163.51|1017
0818265|3|3|1|22|1|1164.22|1017
0724878|1|1|1|78|2|6226.76|1346
0724878|2|2|2|83|4|37801.69|1346
0724878|3|3|2|33|4|2789.46|1346
0767218|1|1|2|57|0|0|1238
0767218|2|2|2|82|2|6139.52|1238
0678614|1|1|1|78|3|17160.87|121
0678614|2|2|1|41|3|4396.95|121
0678614|3|3|1|15|2|3714.06|121
0678614|4|3|1|10|3|0|121
0203750|1|1|1|55|3|0|747
0203750|2|2|1|45|1|2295.24|747
0961990|1|1|2|35|1|1641.86|891
0478687|1|1|2|68|4|9642.64|238
0105232|1|1|2|48||0|349
0105232|2|2|1|69|4|8937.41|349
0851320|1|1|1|24|2|2830.42|1082
0851320|2|2|1|58|4|13581.55|1082
0833553|1|1|1|52|4|18171.92|794
0833553|2|2|1|69|2|14967.7|794
0833553|3|3|1|7|3|0|794
0833553|4|3|1|20|1|839.94|794
0833553|5|3|2|5|2|0|794
0479064|1|1|2|46|4|9010.87|243
0479064|2|2|2|49|2|2989.59|243
0479064|3|3|2|35|0|3290.45|243
0238127|1|1|1|37|1|2169.33|323
0828046|1|1|1|40|4|3793.38|619
0480845|1|1|1|58|1|4032.28|93
0480845|2|2|2|57|3|6272.27|93
0402541|1|1|1|25|4|2977.45|480
0402541|2|2|1|56|3|0|480
0402541|3|3|2|27|3|0|480
0402541|4|4|1|18|3|2926.8|480
0402541|5|3|2|4|2|0|480
0168472|1|1|1|56|3|0|446
0168472|2|2|1|30|5|10059.64|446
0588565|1|1|2|35|1|2289.81|556
0588565|2|2|1|71|3|6321.38|556
0588565|3|3|1|18|3|1617.01|556
0588565|4|3|1|36|2|1307.85|556
0253807|1|1|1|39|2|3467.3|245
0253807|2|2|2|86|4|25183.51|245
0253807|3|3|2|38|5|7371.3|245
0253807|4|3|2|11|1|0|245
0960950|1|1|1|88|1|4626.21|467
0960950|2|2|2|65|2|0|467
0960950|3|4|1|2|2|0|467
0598029|1|1|1|38|3|0|587
0598029|2|2|1|31|0|723.14|587
0586535|1|1|1|32|3|5173.93|1011
0586535|2|2|1|66|0|1482.69|1011
0586535|3|4|2|25|3|2331.12|1011
0521354|1|1|2|66|5|14496.14|527
0521354|2|2|2|38|4|4991.28|527
0313834|1|1|2|32|1|0|180
0313834|2|2|2|84|3|10108.01|180
0313834|3|3|2|35|2|1931.62|180
0656292|1|1|1|41|2|2904.77|155
0656292|2|2|1|36|3|2392.91|155
0656292|3|4|2|7|1|0|155
0656292|4|3|2|23|4|4580.93|155
0432520|1|1|2|53|3|2041.46|1221
0432520|2|2|1|55|2|3862.91|1221
0432520|3|3|2|9|1|0|1221
0562799|1|1|1|75|2|0|1117
0562799|2|2|2|67|3|8619.64|1117
0562799|3|3|1|13|2|0|1117
0531701|1|1|1|36|4|3555.85|509
0531701|2|2|2|82|4|14264.93|509
0531701|3|3|1|13|3|0|509
0531701|4|4|2|35|2|2019.84|509
0531701|5|3|2|2|5|0|509
0773815|1|1|1|79|4|17706.42|924
0773815|2|2|1|65|1|0|924
0773815|3|4|2|33|4|3578.29|924
0415700|1|1|1|24|2|0|1105
0415700|2|2|1|84|2|8913.54|1105
0415700|3|3|1|13|3|0|1105
0415700|4|3|1|22|4|2863.32|1105
0415700|5|4|2|38|4|5810.09|1105
0842767|1|1|1|81|1|n.d.|1329
0842767|2|2|1|84|1|2919.01|1329
0842767|3|4|1|18|2|2621.48|1329
0453617|1|1|2|52|4|10321.76|194
0453617|2|2|1|47|4|0|194
0453617|3|3|2|5|4|0|194
0924646|1|1|1|83|1|4664.1|1088
0924646|2|2|2|52|4|8491.83|1088
0924646|3|3|1|37|4|6616.6|1088
0460781|1|1|1|65|3|4416.5|1217
0623315|1|1|1|59|2|4182.22|601
0623315|2|2|1|70|1|3473.47|601
0488710|1|1|1|29|2|2357.33|127
0488710|2|2|2|72|2|0|127
0488710|3|3|2|3|3|0|127
0488710|4|3|2|27|1|1678.53|127
0488710|5|4|1|21|2|2515.08|127
0698561|1|1|1|38|3|3686.42|1275
0698561|2|2|1|37|3|1946.06|1275
0698561|3|4|2|18|1|0|1275
0698561|4|3|1|5|4|0|1275
0698561|5|3|1|40|2|8930.01|1275
0392637|1|1|1|48|1|3381.82|454
0392637|2|2|2|80|4|4808.23|454
0392637|3|3|1|17|0|385.78|454
0392637|4|3|2|35|4|0|454
0392637|5|3|1|1|5|0|454
0212559|1|1|1|33|2|4483.01|1303
0212559|2|2|1|49|1|2224.76|1303
0212559|3|3|1|32|1|1616.27|1303
0212559|4|3|2|20|2|3457.08|1303
0212559|5|3|2|30|0|0|1303
0689866|1|1|1|34|1|877.06|751
0689866|2|2|2|36|1|933.31|751
0689866|3|3|1|3|1|0|751
0689866|4|3|2|28|2|6020.14|751
0689866|5|3|2|9|3|0|751
0154442|1|1|1|62|0|4371.7|1147
0154442|2|2|2|34|2|8979.33|1147
0154442|3|3|1|18|5|5853.49|1147
0154442|4|4|1|21|1|1578.27|1147
0567841|1|1|1|61|3|6439.97|235
0567841|2|2|1|999|1|10673.31|235
0144949|1|1|2|80|2|8590.45|1139
0144949|2|2|1|56|3|8738.96|1139
0144949|3|3|1|20|2|1551.63|1139
0949843|1|1|1|71|2|0|987
0475916|1|1|1|39|4|3955.97|925
0475916|2|2|1|61|2|5126.76|925
0863706|1|1|2|51|3|4948.08|583
0863706|2|2|1|24|2|3191.65|583
0863706|3|3|1|1|1|0|583
0863706|4|3|2|39|4|3767.67|583
0863706|5|3|2|32|4|5259.36|583
0128908|1|1|1|78|1|6490.74|732
0128908|2|2|2|42|3|2636.19|732
0128908|3|3|1|23|1|798.11|732
0128908|4|3|1|4|4|0|732
0189397|1|1|1|51|2|8678.77|648
0189397|2|2|2|45|2|1623.98|648
0454578|1|1|1|24|3|4909.58|1366
0454578|2|2|1|25|4|6542.25|1366
0454578|3|3|2|5|2|0|1366
0739781|1|1|1|88|2|12960.8|1167
0739781|2|2|2|52|1|3047.67|1167
0178471|1|1|1|26|4|6216.47|682
0678571|1|1|2|62|4|3798.67|1171
0678571|2|2|2|39|1|2790.89|1171
0678571|3|3|2|0|1|0|1171
0678571|4|3|2|30|4|5919.97|1171
0752749|1|1|2|40|1|n.d.|638
0752749|2|2|2|41|4|9750.8|638
0344927|1|1|1|82|4|0|340
0344927|2|2|1|42|2|3094.39|340
0344927|3|3|2|16|1|456.14|340
0161417|1|1|2|62|2|9622.98|237
0944933|1|1|2|75|4|7420.7|1157
0944933|2|2|1|67|3|0|1157
0944933|3|3|1|0|4|0|1157
0944933|4|4|2|31|2|2206.3|1157
0944933|5|3|2|26|5|8824.88|1157
0553572|1|1|1|26|3|1334.25|807
0553572|2|2|2|33|4|6949.02|807
0553572|3|3|2|8|2|0|807
0553572|4|3|2|30|3|6611.52|807
0958650|1|1|1|82|4|22583.36|871
0958650|2|2|1|86|4|0|871
0958650|3|3|1|9|3|0|871
0958650|4|3|1|10|2|0|871
0958650|5|3|2|23|1|2771.04|871
0981872|1|1|2|44|2|1843.19|985
0981872|2|2|2|30|2|0|985
0981872|3|3|2|14|1|0|985
0981872|4|3|2|8|3|0|985
0981872|5|3|1|31|4|4641.21|985
0896446|1|1|2|52|2|6404.94|301
0896446|2|2|1|79|2|0|301
0219049|1|1|1|48|5|11921.3|1379
0219049|2|2|2|53|1|0|1379
0455914|1|1|1|70|3|19236.56|969
0455914|2|2|2|30|2|2204.02|969
0455914|3|3|1|999|1|3580.2|969
0455914|4|4|2|24|4|6070.06|969
0455914|5|4|2|25|2|1259.3|969
0438680|1|1|2|70|4|10587.36|293
0438680|2|2|2|40|4|19895.69|293
0438680|3|3|1|35|1|1099.76|293
0310949|1|1|2|48|1|0|317
0310949|2|2|1|77|5|0|317
0310949|3|3|2|16|1|0|317
0310949|4|3|1|29|3|993.73|317
0310949|5|3|2|25|5|5961.82|317
0313860|1|1|2|83|0|0|456
0313860|2|2|1|42|1|0|456
0313860|3|3|1|8|3|0|456
0313860|4|4|1|36|2|2035.22|456
0887714|1|1|1|34|1|2182.24|220
0887714|2|2|2|73|0|0|220
0887714|3|4|1|13|1|0|220
0336465|1|1|1|56|0|1845.89|317
0336465|2|2|1|53|2|2973.54|317
0651995|1|1|2|51|1|3902.18|865
0651995|2|2|2|46|1|2345.67|865
0603999|1|1|2|48|5|4834.65|1271
0603999|2|2|1|65|2|8156.71|1271
0514742|1|1|2|73|4|0|844
0514742|2|2|2|60|2|8962.55|844
0514742|3|3|2|29|5|3650.62|844
0514742|4|3|2|37|1|3886.49|844
0514742|5|4|2|19|4|4889.85|844
0514742|6|3|1|25|3|7397.3|844
0514742|7|3|2|38|4|0|844
0696834|1|1|2|46|2|0|299
0696834|2|2|1|29|2|1297.41|299
0420122|1|1|2|81||7006.18|1020
0420122|2|2|2|65|5|0|1020
0848828|1|1|2|82|4|n.d.|1395
0848828|2|2|1|35|2|0|1395
0848828|3|3|2|18|4|2998.91|1395
0472547|1|1|1|48|4|0|260
0472547|2|2|2|29|1|2907.17|260
0472547|3|3|2|17|3|3979.15|260
0472547|4|3|2|37|4|0|260
0472547|5|3|1|5|3|0|260
0377098|1|1|1|67|1|4031.38|687
0324860|1|1|1|62|0|0|546
0324860|2|2|1|76|3|10883.11|546
0324860|3|3|1|29|4|8206.95|546
0324860|4|3|2|25|3|3762.14|546
0324860|5|3|1|14|3|0|546
0324860|6|3|2|14|2|0|546
0324860|7|3|2|22|1|0|546
0901944|1|1|2|41|3|3330.3|418
0901944|2|2|1|73|3|17386.54|418
0901944|3|4|2|19|3|2762.06|418
0947281|1|1|1|80|4|15678.63|400
0947281|2|2|2|35|2|3386.05|400
0947281|3|4|2|2|2|0|400
0947281|4|3|2|1|1|0|400
0453243|1|1|1|82|1|5651.81|618
0453243|2|2|2|59|3|6214.73|618
0483817|1|1|1|59|2|0|588
0483817|2|2|2|71|3|8564.64|588
0483817|3|3|2|22|2|3394.01|588
0483817|4|4|2|34|3|0|588
0446984|1|1|2|79|4|20667.22|217
0446984|2|2|2|67|4|9133.72|217
0446984|3|3|2|38|3|0|217
0446984|4|3|2|26|3|7167.2|217
0446984|5|3|1|14|1|0|217
